"","field_name","form_name","section_header","field_type","field_label","select_choices_or_calculations","field_note","text_validation_type_or_show_slider_number","text_validation_min","text_validation_max","identifier","branching_logic","required_field","custom_alignment","question_number","matrix_group_name","matrix_ranking","field_annotation"
"761","touch_contact_d2_rep_8","dirio_de_contato_repetir_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não sabe",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_8]=""1""","y",NA,NA,NA,NA,NA
"762","where_contact_d2_rep_8","dirio_de_contato_repetir_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_8]=""1""","y",NA,NA,NA,NA,NA
"763","location_contact_d2_rep_8","dirio_de_contato_repetir_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_8]=""1""","y",NA,NA,NA,NA,NA
"764","location_contact_other_d2_rep_8","dirio_de_contato_repetir_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_rep_8(12)]=""1""","y",NA,NA,NA,NA,NA
"765","contact_mask_d2_rep_8","dirio_de_contato_repetir_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_8]=""1""","y",NA,NA,NA,NA,NA
"766","duration_contact_d2_rep_8","dirio_de_contato_repetir_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_8]=""1""","y",NA,NA,NA,NA,NA
"767","frequency_contact_d2_rep_8","dirio_de_contato_repetir_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_8]=""1""","y",NA,NA,NA,NA,NA
"768","known_contact_d2_rep_8","dirio_de_contato_repetir_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_8]=""1""","y",NA,NA,NA,NA,NA
"769","repeat_contact_d2_rep_9","dirio_de_contato_repetir_dia_2",NA,"radio","Você teve contato com [day_1_diary_arm_1][contact_id_d1][9] no segundo dia do diário de contato?","0, Não | 1, Sim | 2, Não aplica | 3, Não se lembra",NA,NA,NA,NA,NA,"([day_1_diary_arm_1][num_contact_nonhh_aim1_d1] >= 9) OR ([day_1_diary_arm_1][num_contact_aim2_d1] >= 9)","y",NA,NA,NA,NA,NA
"770","touch_contact_d2_rep_9","dirio_de_contato_repetir_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não sabe",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_9]=""1""","y",NA,NA,NA,NA,NA
"771","where_contact_d2_rep_9","dirio_de_contato_repetir_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_9]=""1""","y",NA,NA,NA,NA,NA
"772","location_contact_d2_rep_9","dirio_de_contato_repetir_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_9]=""1""","y",NA,NA,NA,NA,NA
"773","location_contact_other_d2_rep_9","dirio_de_contato_repetir_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_rep_9(12)]=""1""","y",NA,NA,NA,NA,NA
"774","contact_mask_d2_rep_9","dirio_de_contato_repetir_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_9]=""1""","y",NA,NA,NA,NA,NA
"775","duration_contact_d2_rep_9","dirio_de_contato_repetir_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_9]=""1""","y",NA,NA,NA,NA,NA
"776","frequency_contact_d2_rep_9","dirio_de_contato_repetir_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_9]=""1""","y",NA,NA,NA,NA,NA
"777","known_contact_d2_rep_9","dirio_de_contato_repetir_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_9]=""1""","y",NA,NA,NA,NA,NA
"778","repeat_contact_d2_rep_10","dirio_de_contato_repetir_dia_2",NA,"radio","Você teve contato com [day_1_diary_arm_1][contact_id_d1][10] no segundo dia do diário de contato?","0, Não | 1, Sim | 2, Não aplica | 3, Não se lembra",NA,NA,NA,NA,NA,"([day_1_diary_arm_1][num_contact_nonhh_aim1_d1] >= 10) OR ([day_1_diary_arm_1][num_contact_aim2_d1] >= 10)","y",NA,NA,NA,NA,NA
"779","touch_contact_d2_rep_10","dirio_de_contato_repetir_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não sabe",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_10]=""1""","y",NA,NA,NA,NA,NA
"780","where_contact_d2_rep_10","dirio_de_contato_repetir_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_10]=""1""","y",NA,NA,NA,NA,NA
"781","location_contact_d2_rep_10","dirio_de_contato_repetir_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_10]=""1""","y",NA,NA,NA,NA,NA
"782","location_contact_other_d2_rep_10","dirio_de_contato_repetir_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_rep_10(12)]=""1""","y",NA,NA,NA,NA,NA
"783","contact_mask_d2_rep_10","dirio_de_contato_repetir_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_10]=""1""","y",NA,NA,NA,NA,NA
"784","duration_contact_d2_rep_10","dirio_de_contato_repetir_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_10]=""1""","y",NA,NA,NA,NA,NA
"785","frequency_contact_d2_rep_10","dirio_de_contato_repetir_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_10]=""1""","y",NA,NA,NA,NA,NA
"786","known_contact_d2_rep_10","dirio_de_contato_repetir_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_10]=""1""","y",NA,NA,NA,NA,NA
"787","repeat_contact_d2_rep_11","dirio_de_contato_repetir_dia_2",NA,"radio","Você teve contato com [day_1_diary_arm_1][contact_id_d1][11] no segundo dia do diário de contato?","0, Não | 1, Sim | 2, Não aplica | 3, Não se lembra",NA,NA,NA,NA,NA,"([day_1_diary_arm_1][num_contact_nonhh_aim1_d1] >= 11) OR ([day_1_diary_arm_1][num_contact_aim2_d1] >= 11)","y",NA,NA,NA,NA,NA
"788","touch_contact_d2_rep_11","dirio_de_contato_repetir_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não sabe",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_11]=""1""","y",NA,NA,NA,NA,NA
"789","where_contact_d2_rep_11","dirio_de_contato_repetir_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_11]=""1""","y",NA,NA,NA,NA,NA
"790","location_contact_d2_rep_11","dirio_de_contato_repetir_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_11]=""1""","y",NA,NA,NA,NA,NA
"791","location_contact_other_d2_rep_11","dirio_de_contato_repetir_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_rep_11(12)]=""1""","y",NA,NA,NA,NA,NA
"792","contact_mask_d2_rep_11","dirio_de_contato_repetir_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_11]=""1""","y",NA,NA,NA,NA,NA
"793","duration_contact_d2_rep_11","dirio_de_contato_repetir_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_11]=""1""","y",NA,NA,NA,NA,NA
"794","frequency_contact_d2_rep_11","dirio_de_contato_repetir_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_11]=""1""","y",NA,NA,NA,NA,NA
"795","known_contact_d2_rep_11","dirio_de_contato_repetir_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_11]=""1""","y",NA,NA,NA,NA,NA
"796","repeat_contact_d2_rep_12","dirio_de_contato_repetir_dia_2",NA,"radio","Você teve contato com [day_1_diary_arm_1][contact_id_d1][12] no segundo dia do diário de contato?","0, Não | 1, Sim | 2, Não aplica | 3, Não se lembra",NA,NA,NA,NA,NA,"([day_1_diary_arm_1][num_contact_nonhh_aim1_d1] >= 12) OR ([day_1_diary_arm_1][num_contact_aim2_d1] >= 12)","y",NA,NA,NA,NA,NA
"797","touch_contact_d2_rep_12","dirio_de_contato_repetir_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não sabe",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_12]=""1""","y",NA,NA,NA,NA,NA
"798","where_contact_d2_rep_12","dirio_de_contato_repetir_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_12]=""1""","y",NA,NA,NA,NA,NA
"799","location_contact_d2_rep_12","dirio_de_contato_repetir_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_12]=""1""","y",NA,NA,NA,NA,NA
"800","location_contact_other_d2_rep_12","dirio_de_contato_repetir_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_rep_12(12)]=""1""","y",NA,NA,NA,NA,NA
"801","contact_mask_d2_rep_12","dirio_de_contato_repetir_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_12]=""1""","y",NA,NA,NA,NA,NA
"802","duration_contact_d2_rep_12","dirio_de_contato_repetir_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_12]=""1""","y",NA,NA,NA,NA,NA
"803","frequency_contact_d2_rep_12","dirio_de_contato_repetir_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_12]=""1""","y",NA,NA,NA,NA,NA
"804","known_contact_d2_rep_12","dirio_de_contato_repetir_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_12]=""1""","y",NA,NA,NA,NA,NA
"805","repeat_contact_d2_rep_13","dirio_de_contato_repetir_dia_2",NA,"radio","Você teve contato com [day_1_diary_arm_1][contact_id_d1][13] no segundo dia do diário de contato?","0, Não | 1, Sim | 2, Não aplica | 3, Não se lembra",NA,NA,NA,NA,NA,"([day_1_diary_arm_1][num_contact_nonhh_aim1_d1] >= 13) OR ([day_1_diary_arm_1][num_contact_aim2_d1] >= 13)","y",NA,NA,NA,NA,NA
"806","touch_contact_d2_rep_13","dirio_de_contato_repetir_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não sabe",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_13]=""1""","y",NA,NA,NA,NA,NA
"807","where_contact_d2_rep_13","dirio_de_contato_repetir_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_13]=""1""","y",NA,NA,NA,NA,NA
"808","location_contact_d2_rep_13","dirio_de_contato_repetir_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_13]=""1""","y",NA,NA,NA,NA,NA
"809","location_contact_other_d2_rep_13","dirio_de_contato_repetir_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_rep_13(12)]=""1""","y",NA,NA,NA,NA,NA
"810","contact_mask_d2_rep_13","dirio_de_contato_repetir_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_13]=""1""","y",NA,NA,NA,NA,NA
"811","duration_contact_d2_rep_13","dirio_de_contato_repetir_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_13]=""1""","y",NA,NA,NA,NA,NA
"812","frequency_contact_d2_rep_13","dirio_de_contato_repetir_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_13]=""1""","y",NA,NA,NA,NA,NA
"813","known_contact_d2_rep_13","dirio_de_contato_repetir_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_13]=""1""","y",NA,NA,NA,NA,NA
"814","repeat_contact_d2_rep_14","dirio_de_contato_repetir_dia_2",NA,"radio","Você teve contato com [day_1_diary_arm_1][contact_id_d1][14] no segundo dia do diário de contato?","0, Não | 1, Sim | 2, Não aplica | 3, Não se lembra",NA,NA,NA,NA,NA,"([day_1_diary_arm_1][num_contact_nonhh_aim1_d1] >= 14) OR ([day_1_diary_arm_1][num_contact_aim2_d1] >= 14)","y",NA,NA,NA,NA,NA
"815","touch_contact_d2_rep_14","dirio_de_contato_repetir_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não sabe",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_14]=""1""","y",NA,NA,NA,NA,NA
"816","where_contact_d2_rep_14","dirio_de_contato_repetir_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_14]=""1""","y",NA,NA,NA,NA,NA
"817","location_contact_d2_rep_14","dirio_de_contato_repetir_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_14]=""1""","y",NA,NA,NA,NA,NA
"818","location_contact_other_d2_rep_14","dirio_de_contato_repetir_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_rep_14(12)]=""1""","y",NA,NA,NA,NA,NA
"819","contact_mask_d2_rep_14","dirio_de_contato_repetir_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_14]=""1""","y",NA,NA,NA,NA,NA
"820","duration_contact_d2_rep_14","dirio_de_contato_repetir_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_14]=""1""","y",NA,NA,NA,NA,NA
"821","frequency_contact_d2_rep_14","dirio_de_contato_repetir_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_14]=""1""","y",NA,NA,NA,NA,NA
"822","known_contact_d2_rep_14","dirio_de_contato_repetir_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_14]=""1""","y",NA,NA,NA,NA,NA
"823","repeat_contact_d2_rep_15","dirio_de_contato_repetir_dia_2",NA,"radio","Você teve contato com [day_1_diary_arm_1][contact_id_d1][15] no segundo dia do diário de contato?","0, Não | 1, Sim | 2, Não aplica | 3, Não se lembra",NA,NA,NA,NA,NA,"([day_1_diary_arm_1][num_contact_nonhh_aim1_d1] >= 15) OR ([day_1_diary_arm_1][num_contact_aim2_d1] >= 15)","y",NA,NA,NA,NA,NA
"824","touch_contact_d2_rep_15","dirio_de_contato_repetir_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não sabe",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_15]=""1""","y",NA,NA,NA,NA,NA
"825","where_contact_d2_rep_15","dirio_de_contato_repetir_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_15]=""1""","y",NA,NA,NA,NA,NA
"826","location_contact_d2_rep_15","dirio_de_contato_repetir_dia_2",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_15]=""1""","y",NA,NA,NA,NA,NA
"827","location_contact_other_d2_rep_15","dirio_de_contato_repetir_dia_2",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d2_rep_15(12)]=""1""","y",NA,NA,NA,NA,NA
"828","contact_mask_d2_rep_15","dirio_de_contato_repetir_dia_2",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_15]=""1""","y",NA,NA,NA,NA,NA
"829","duration_contact_d2_rep_15","dirio_de_contato_repetir_dia_2",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_15]=""1""","y",NA,NA,NA,NA,NA
"830","frequency_contact_d2_rep_15","dirio_de_contato_repetir_dia_2",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_15]=""1""","y",NA,NA,NA,NA,NA
"831","known_contact_d2_rep_15","dirio_de_contato_repetir_dia_2",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_15]=""1""","y",NA,NA,NA,NA,NA
"832","repeat_contact_d2_rep_16","dirio_de_contato_repetir_dia_2",NA,"radio","Você teve contato com [day_1_diary_arm_1][contact_id_d1][16] no segundo dia do diário de contato?","0, Não | 1, Sim | 2, Não aplica | 3, Não se lembra",NA,NA,NA,NA,NA,"([day_1_diary_arm_1][num_contact_nonhh_aim1_d1] >= 16) OR ([day_1_diary_arm_1][num_contact_aim2_d1] >= 16)","y",NA,NA,NA,NA,NA
"833","touch_contact_d2_rep_16","dirio_de_contato_repetir_dia_2",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não sabe",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_16]=""1""","y",NA,NA,NA,NA,NA
"834","where_contact_d2_rep_16","dirio_de_contato_repetir_dia_2",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[repeat_contact_d2_rep_16]=""1""","y",NA,NA,NA,NA,NA
